Depth_0,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-n,SSp-n6b
brain,grey,BS,IB,TH,DORpm,ILM,PF,,
brain,grey,BS,HB,P,P-mot,PG,,,
brain,grey,CH,CTX,CTXpl,Isocortex,ACA,ACAd,ACAd1,
brain,grey,CB,CBX,VERM,DEC,,,,
brain,grey,BS,HB,MY,MY-mot,AMB,AMBd,,
brain,fiber tracts,mfbs,mfbc,cing,,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,MO,MOp,MOp2/3,
brain,grey,CB,CBX,VERM,FOTU,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-ul,SSp-ul6a
brain,grey,BS,IB,HY,MEZ,PH,,,
brain,fiber tracts,cm,von,,,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-m,SSp-m4
brain,grey,CB,CBX,VERM,PYR,,,,
brain,grey,CH,CTX,CTXsp,EP,EPd,,,
brain,grey,CH,CTX,CTXpl,Isocortex,AUD,AUDp,AUDp6a,
brain,grey,BS,HB,MY,MY-mot,LRN,LRNm,,
brain,fiber tracts,lfbs,cc,fa,,,,,
brain,grey,CB,CBX,VERM,UVU,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,AUD,AUDv,AUDv1,
brain,grey,CH,CTX,CTXpl,OLF,PIR,,,
brain,grey,CH,CTX,CTXpl,Isocortex,MO,MOs,MOs2/3,
brain,grey,BS,HB,MY,MY-mot,LRN,LRNp,,
brain,fiber tracts,lfbs,cc,ee,,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,RSP,RSPagl,RSPagl2/3,
brain,grey,CH,CTX,CTXsp,EP,EPv,,,
brain,grey,CB,CBX,VERM,NOD,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,ORB,ORBvl,ORBvl1,
brain,grey,BS,HB,MY,MY-mot,PGRN,PGRNd,,
brain,fiber tracts,lfbs,cc,fp,,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISl,VISl2/3,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-m,SSp-m5
brain,grey,BS,MB,MBmot,EW,,,,
brain,grey,CB,CBX,VERM,CENT,CENT2,,,
brain,grey,CH,CTX,CTXpl,Isocortex,ECT,ECT6a,,
brain,grey,BS,HB,MY,MY-mot,PGRN,PGRNl,,
brain,grey,BS,IB,HY,MEZ,PMd,,,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-bfd,SSp-bfd1
brain,grey,CH,CTX,CTXpl,HPF,HIP,FC,,
brain,grey,CB,CBX,VERM,CENT,CENT3,,,
brain,fiber tracts,lfbs,cc,ccs,,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,ECT,ECT5,,
brain,grey,CB,CBN,FN,,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,AUD,AUDv,AUDv4,
brain,grey,CH,CTX,CTXpl,Isocortex,AI,AId,AId1,
brain,,,,,,,,,
brain,grey,CH,CNU,STR,STRv,FS,,,
brain,grey,BS,IB,HY,MEZ,PMv,,,
brain,grey,CH,CTX,CTXpl,Isocortex,AUD,AUDp,AUDp6b,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-tr,SSp-tr1
brain,grey,CB,CBX,HEM,SIM,,,,
brain,fiber tracts,,,,,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,VISC,VISC4,,
brain,grey,CH,CTX,CTXpl,Isocortex,ACA,ACAd,ACAd5,
brain,fiber tracts,cm,In,onl,,,,,
brain,grey,BS,IB,TH,DORpm,LAT,PO,,
brain,grey,CH,CTX,CTXpl,Isocortex,MO,MOs,MOs6a,
brain,grey,CH,CNU,PAL,PALd,GPe,,,
brain,grey,CH,CTX,CTXpl,Isocortex,AUD,AUDv,AUDv5,
brain,grey,CB,CBX,HEM,PRM,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-ul,SSp-ul6b
brain,grey,BS,IB,TH,DORpm,LAT,POL,,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-ll,SSp-ll1
brain,grey,CH,CNU,PAL,PALd,GPi,,,
brain,grey,CB,CBX,HEM,COPY,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSs,SSs4,
brain,grey,CH,CTX,CTXpl,HPF,RHP,POST,,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-bfd,SSp-bfd6a
brain,grey,BS,HB,MY,MY-sen,DCN,GR,,
brain,grey,CB,CBX,HEM,PFL,,,,
brain,fiber tracts,eps,tsp,tspc,,,,,
brain,grey,BS,IB,TH,DORsm,PP,,,
brain,grey,CH,CTX,CTXpl,Isocortex,ECT,ECT6b,,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISam,VISam6a,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-bfd,SSp-bfd4
brain,grey,BS,HB,MY,MY-mot,GRN,,,
brain,grey,CB,CBX,HEM,FL,,,,
brain,grey,BS,MB,MBsta,PPN,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,ILA,ILA6a,,
brain,grey,CB,CBX,HEM,AN,ANcr1,,,
brain,grey,CH,CTX,CTXpl,Isocortex,VISC,VISC5,,
brain,fiber tracts,eps,tsp,dtd,,,,,
brain,grey,BS,MB,MBmot,PRT,PPT,,,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-bfd,SSp-bfd6b
brain,grey,CB,CBX,HEM,AN,ANcr2,,,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISam,VISam2/3,
brain,grey,BS,HB,MY,MY-mot,PPY,,,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-bfd,SSp-bfd5
brain,grey,BS,IB,TH,DORsm,GENd,MG,MGd,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISal,VISal1,
brain,grey,BS,IB,TH,DORpm,MED,PR,,
brain,grey,BS,IB,TH,DORsm,GENd,MG,MGv,
brain,grey,CH,CTX,CTXpl,Isocortex,ILA,ILA6b,,
brain,grey,CH,CTX,CTXpl,HPF,RHP,PRE,,
brain,grey,CH,CTX,CTXpl,Isocortex,MO,MOs,MOs6b,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-tr,SSp-tr4
brain,grey,BS,IB,TH,DORsm,GENd,MG,MGm,
brain,grey,CH,CTX,CTXpl,HPF,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSs,SSs5,
brain,grey,CB,CBX,VERM,CUL,"CUL4, 5",,,
brain,fiber tracts,lfbs,lfbst,em,,,,,
brain,grey,BS,HB,P,P-mot,PRNc,,,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-ll,SSp-ll4
brain,grey,BS,IB,TH,DORpm,ATN,AM,AMd,
brain,grey,BS,IB,HY,,,,,
brain,grey,BS,HB,MY,MY-mot,MDRN,MDRNd,,
brain,grey,CH,CTX,CTXpl,Isocortex,AI,AId,AId5,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-m,SSp-m6a
brain,grey,BS,IB,TH,DORpm,ATN,AM,AMv,
brain,grey,CH,CNU,STR,sAMY,IA,,,
brain,grey,CH,CTX,CTXpl,Isocortex,VISC,VISC2/3,,
brain,grey,BS,HB,MY,MY-mot,MDRN,MDRNv,,
brain,fiber tracts,lfbs,cc,ccg,,,,,
brain,grey,BS,IB,HY,PVR,PS,,,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-tr,SSp-tr5
brain,grey,BS,IB,TH,DORpm,ATN,IAD,,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISal,VISal4,
brain,fiber tracts,cm,VIIn,gVIIn,,,,,
brain,grey,BS,IB,TH,DORpm,ATN,IAM,,
brain,grey,CH,CTX,CTXpl,HPF,RHP,ENT,ENTl,ENTl1
brain,fiber tracts,cbf,cbp,icp,,,,,
brain,grey,CH,CTX,CTXpl,Isocortex,ORB,ORBvl,ORBvl5,
brain,grey,BS,IB,HY,MEZ,MBO,TM,TMd,
brain,grey,CH,CTX,CTXpl,Isocortex,TEa,TEa2/3,,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-ll,SSp-ll5
brain,grey,CH,CTX,CTXpl,OLF,NLOT,NLOT3,,
brain,grey,BS,IB,HY,ME,,,,
brain,grey,CH,CTX,CTXpl,HPF,HIP,DG,DG-mo,
brain,grey,CH,CTX,CTXpl,HPF,HIP,DG,DG-po,
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-un,SSp-un1
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-un,SSp-un2/3
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-un,SSp-un4
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-un,SSp-un5
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-un,SSp-un6a
brain,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-un,SSp-un6b
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISa,VISa1,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISa,VISa2/3,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISa,VISa4,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISa,VISa5,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISa,VISa6a,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISa,VISa6b,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISli,VISli1,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISli,VISli2/3,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISli,VISli4,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISli,VISli5,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISli,VISli6a,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISli,VISli6b,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISrl,VISrl1,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISrl,VISrl2/3,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISrl,VISrl4,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISrl,VISrl5,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISrl,VISrl6a,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISrl,VISrl6b,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISpor,VISpor1,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISpor,VISpor2/3,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISpor,VISpor4,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISpor,VISpor5,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISpor,VISpor6a,
brain,grey,CH,CTX,CTXpl,Isocortex,VIS,VISpor,VISpor6b,
brain,grey,CH,CTX,CTXpl,HPF,RHP,ProS,,
brain,grey,CH,CTX,CTXpl,HPF,RHP,APr,,
brain,fiber tracts,scwm,,,,,,,
brain,fiber tracts,lfbs,cc,ccb,,,,,
brain,fiber tracts,lfbs,lfbst,or,,,,,
brain,fiber tracts,lfbs,lfbst,ar,,,,,
brain,fiber tracts,mfbs,mfbc,stc,,,,,
brain,grey,BS,IB,TH,DORsm,GENd,LGd,LGd-sh,
brain,grey,BS,IB,TH,DORsm,GENd,LGd,LGd-co,
brain,grey,BS,IB,TH,DORsm,GENd,LGd,LGd-ip,
brain,grey,CH,CTX,CTXpl,Isocortex,FRP,FRP5,,
brain,grey,CH,CTX,CTXpl,Isocortex,FRP,FRP6a,,
brain,grey,CH,CTX,CTXpl,Isocortex,FRP,FRP6b,,
brain,grey,CH,CTX,CTXpl,Isocortex,ORB,ORBm,ORBm6b,
brain,grey,BS,MB,MBmot,PRT,RPF,,,
brain,grey,BS,MB,MBmot,MA3,,,,
brain,grey,BS,HB,P,P-mot,P5,,,
brain,grey,BS,HB,P,P-mot,Acs5,,,
brain,grey,BS,HB,P,P-mot,PC5,,,
brain,grey,BS,HB,P,P-mot,I5,,,
brain,grey,BS,IB,TH,DORpm,LAT,Eth,,
brain,grey,BS,IB,TH,DORpm,MTN,Xi,,
brain,grey,BS,IB,TH,DORpm,ILM,PIL,,
brain,grey,BS,IB,TH,DORsm,VENT,PoT,,
brain,grey,BS,IB,TH,DORpm,GENv,IntG,,
brain,grey,BS,IB,HY,PVR,VMPO,,,
brain,grey,BS,IB,HY,LZ,PeF,,,
brain,grey,CH,CTX,CTXpl,HPF,RHP,HATA,,
brain,grey,BS,HB,MY,MY-sen,Pa5,,,
brain,grey,CB,CBN,VeCB,,,,,
brain,grey,BS,MB,MBsen,SCO,,,,
brain,grey,BS,HB,P,P-mot,PDTg,,,
brain,grey,BS,IB,HY,MEZ,MBO,MM,MMl,
brain,grey,BS,IB,HY,MEZ,MBO,MM,MMm,
brain,grey,BS,IB,HY,MEZ,MBO,MM,MMp,
brain,grey,BS,IB,HY,MEZ,MBO,MM,MMd,
brain,grey,BS,MB,MBmot,Pa4,,,,
brain,grey,BS,MB,MBmot,PN,,,,
brain,grey,BS,MB,MBsta,RAmb,IPR,,,
brain,grey,BS,MB,MBsta,RAmb,IPC,,,
brain,grey,BS,MB,MBsta,RAmb,IPA,,,
brain,grey,BS,MB,MBsta,RAmb,IPL,,,
brain,grey,BS,MB,MBsta,RAmb,IPI,,,
brain,grey,BS,MB,MBsta,RAmb,IPDM,,,
brain,grey,BS,MB,MBsta,RAmb,IPDL,,,
brain,grey,BS,MB,MBsta,RAmb,IPRL,,,
brain,grey,BS,MB,MBmot,PAG,Su3,,,
