"RSP: rgb(26,166,152)"
"RSPagl: rgb(27,164,151)"
"RSPagl1: rgb(27,166,150)"
"RSPagl2/3: rgb(26,164,150)"
"RSPagl5: rgb(28,166,151)"
"RSPagl6a: rgb(28,165,151)"
"RSPagl6b: rgb(26,165,152)"
"RSPd: rgb(28,165,152)"
"RSPd1: rgb(27,165,152)"
"RSPd2/3: rgb(27,166,151)"
"RSPd5: rgb(26,165,150)"
"RSPd6a: rgb(26,166,151)"
"RSPd6b: rgb(27,166,152)"
"RSPv: rgb(27,165,150)"
"RSPv1: rgb(27,165,151)"
"RSPv2/3: rgb(26,165,151)"
"RSPv5: rgb(27,164,152)"
"RSPv6a: rgb(26,164,152)"
"RSPv6b: rgb(26,164,151)"
"PTLp: rgb(0,159,172)"
"VISa: rgb(0,159,171)"
"VISa1: rgb(1,159,172)"
"VISa2/3: rgb(0,158,171)"
"VISa4: rgb(1,158,172)"
"VISa5: rgb(1,158,171)"
"VISa6a: rgb(0,157,172)"
"VISa6b: rgb(2,159,172)"
"VISrl: rgb(0,158,170)"
"VISrl1: rgb(2,159,171)"
"VISrl2/3: rgb(2,158,172)"
"VISrl4: rgb(1,158,170)"
"VISrl5: rgb(1,157,171)"
"VISrl6a: rgb(2,158,171)"
"VISrl6b: rgb(0,157,170)"
"TEa: rgb(22,176,179)"
"TEa1: rgb(21,176,179)"
"TEa2/3: rgb(22,175,179)"
"TEa4: rgb(21,176,178)"
"TEa5: rgb(21,175,179)"
"TEa6a: rgb(21,175,178)"
"TEa6b: rgb(22,176,178)"
"PERI: rgb(15,150,131)"
"PERI1: rgb(14,149,132)"
"PERI2/3: rgb(14,149,131)"
"PERI5: rgb(15,150,132)"
"PERI6a: rgb(14,150,132)"
"PERI6b: rgb(14,150,131)"
"ECT: rgb(13,158,145)"
"ECT1: rgb(13,159,144)"
"ECT2/3: rgb(13,159,145)"
"ECT5: rgb(13,158,144)"
"ECT6a: rgb(14,159,145)"
"ECT6b: rgb(14,159,144)"
"OLF: rgb(153,210,189)"
"MOB: rgb(154,209,189)"
"AOB: rgb(157,240,210)"
"AOBgl: rgb(157,240,209)"
"AOBgr: rgb(149,228,200)"
"AOBmi: rgb(157,239,210)"
"AON: rgb(84,191,148)"
"TT: rgb(98,207,159)"
"TTd: rgb(97,208,159)"
"TTv: rgb(98,207,158)"
"DP: rgb(163,218,163)"
"PIR: rgb(106,202,185)"
"NLOT: rgb(149,227,199)"
"NLOT1: rgb(149,228,199)"
"NLOT2: rgb(149,227,200)"
"NLOT3: rgb(148,228,199)"
"COA: rgb(96,231,181)"
"COAa: rgb(96,229,183)"
"COAp: rgb(95,231,182)"
"COApl: rgb(95,230,183)"
"COApm: rgb(96,230,181)"
"PAA: rgb(89,217,170)"
"TR: rgb(168,236,210)"
"HPF: rgb(125,205,75)"
"HIP: rgb(125,208,72)"
"CA: rgb(126,208,74)"
"CA1: rgb(126,207,75)"
"CA2: rgb(125,207,75)"
"CA3: rgb(126,207,73)"
"DG: rgb(125,207,73)"
"DG-mo: rgb(123,208,74)"
"DG-po: rgb(126,206,74)"
"DG-sg: rgb(101,168,61)"
"FC: rgb(126,205,74)"
"IG: rgb(126,208,75)"
"RHP: rgb(48,182,37)"
"ENT: rgb(50,184,34)"
"ENTl: rgb(50,181,37)"
"ENTl1: rgb(50,183,34)"
"ENTl2: rgb(50,184,37)"
"ENTl3: rgb(50,183,37)"
"ENTl5: rgb(49,184,36)"
"ENTl6a: rgb(50,184,36)"
"ENTm: rgb(49,182,35)"
"ENTm1: rgb(49,182,37)"
"ENTm2: rgb(48,184,36)"
"ENTm3: rgb(49,183,35)"
"ENTm5: rgb(48,183,36)"
"ENTm6: rgb(50,182,35)"
"PAR: rgb(114,213,104)"
"POST: rgb(71,200,60)"
"PRE: rgb(89,184,71)"
"SUB: rgb(79,194,68)"
"ProS: rgb(87,185,71)"
"HATA: rgb(51,185,49)"
"APr: rgb(51,185,50)"
"CTXsp: rgb(138,217,135)"
"CLA: rgb(138,218,134)"
"EP: rgb(160,238,157)"
"EPd: rgb(160,238,156)"
"EPv: rgb(160,237,157)"
"LA: rgb(144,235,141)"
"BLA: rgb(157,231,156)"
"BLAa: rgb(157,231,155)"
"BLAp: rgb(157,230,156)"
"BLAv: rgb(156,231,156)"
"BMA: rgb(132,234,129)"
"BMAa: rgb(132,234,128)"
"BMAp: rgb(132,233,129)"
"PA: rgb(151,236,147)"
"CNU: rgb(152,214,248)"
"STR: rgb(151,214,249)"
"STRd: rgb(152,214,249)"
"CP: rgb(152,213,249)"
"STRv: rgb(127,205,247)"
"ACB: rgb(128,205,248)"
"FS: rgb(126,205,248)"
"OT: rgb(127,204,247)"
"LSX: rgb(144,202,236)"
"LS: rgb(144,203,237)"
"LSc: rgb(144,203,236)"
"LSr: rgb(144,202,237)"
"LSv: rgb(143,203,237)"
"SF: rgb(143,203,236)"
"SH: rgb(143,202,237)"
"sAMY: rgb(128,192,225)"
"AAA: rgb(128,192,226)"
"BA: rgb(128,191,226)"
"CEA: rgb(126,192,226)"
"CEAc: rgb(128,191,224)"
"CEAl: rgb(128,190,225)"
"CEAm: rgb(127,192,224)"
"IA: rgb(128,190,226)"
"MEA: rgb(128,191,225)"
"PAL: rgb(133,153,204)"
"PALd: rgb(133,153,203)"
"GPe: rgb(133,152,204)"
"GPi: rgb(132,153,204)"
"PALv: rgb(162,176,216)"
"SI: rgb(162,177,215)"
"MA: rgb(162,177,216)"
"PALm: rgb(149,167,211)"
"MSC: rgb(150,166,210)"
"MS: rgb(150,167,211)"
"NDB: rgb(150,166,211)"
"TRS: rgb(150,167,210)"
"PALc: rgb(177,191,223)"
"BST: rgb(179,192,222)"
"BAC: rgb(179,192,223)"
"BS: rgb(255,112,128)"
"IB: rgb(255,112,127)"
"TH: rgb(255,111,128)"
"DORsm: rgb(254,126,132)"
"VENT: rgb(255,128,130)"
"VAL: rgb(253,126,132)"
"VM: rgb(255,126,132)"
"VP: rgb(255,128,129)"
"VPL: rgb(253,128,132)"
"VPLpc: rgb(255,127,130)"
"VPM: rgb(255,126,131)"
"VPMpc: rgb(254,128,130)"
"PoT: rgb(255,126,130)"
"SPF: rgb(255,128,131)"
"SPFm: rgb(255,127,132)"
"SPFp: rgb(254,128,132)"
"SPA: rgb(254,127,131)"
"PP: rgb(253,127,132)"
"GENd: rgb(253,128,131)"
"MG: rgb(255,127,131)"
"MGd: rgb(254,127,130)"
"MGv: rgb(254,126,131)"
"MGm: rgb(253,127,131)"
"LGd: rgb(255,128,132)"
"LGd-sh: rgb(254,128,131)"
"LGd-co: rgb(254,127,132)"
"LGd-ip: rgb(253,128,130)"
"DORpm: rgb(254,144,156)"
"LAT: rgb(254,143,159)"
"LP: rgb(254,144,157)"
"PO: rgb(255,142,156)"
"POL: rgb(255,141,157)"
"SGN: rgb(255,142,157)"
"Eth: rgb(253,143,156)"
"ATN: rgb(254,142,159)"
"AV: rgb(253,144,158)"
"AM: rgb(254,144,158)"
"AMd: rgb(253,141,159)"
"AMv: rgb(252,144,157)"
"AD: rgb(255,143,158)"
"IAM: rgb(254,142,156)"
"IAD: rgb(252,142,159)"
"LD: rgb(255,144,157)"
"MED: rgb(255,144,156)"
"IMD: rgb(254,144,159)"
"MD: rgb(253,144,157)"
"SMT: rgb(253,142,159)"
"PR: rgb(253,144,156)"
"MTN: rgb(254,142,157)"
"PVT: rgb(254,143,158)"
"PT: rgb(255,144,159)"
"RE: rgb(253,144,159)"
"Xi: rgb(252,143,159)"
"ILM: rgb(255,143,159)"
"RH: rgb(255,142,158)"
"CM: rgb(253,142,158)"
"PCN: rgb(254,141,159)"
"CL: rgb(253,143,157)"
"PF: rgb(252,144,158)"
"PIL: rgb(254,141,158)"
"RT: rgb(253,143,159)"
"GENv: rgb(253,142,157)"
"IGL: rgb(255,144,158)"
"IntG: rgb(254,141,157)"
"LGv: rgb(255,142,159)"
"SubG: rgb(253,143,158)"
"EPI: rgb(252,143,158)"
"MH: rgb(255,141,159)"
"LH: rgb(255,143,157)"
"HY: rgb(230,68,56)"
"PVZ: rgb(255,92,78)"
"SO: rgb(254,91,80)"
"ASO: rgb(254,93,78)"
"PVH: rgb(255,93,79)"
"PVa: rgb(255,93,80)"
"PVi: rgb(253,93,80)"
"ARH: rgb(255,91,79)"
"PVR: rgb(255,84,70)"
"ADP: rgb(255,85,71)"
"AVP: rgb(254,84,71)"
"AVPV: rgb(254,84,70)"
"DMH: rgb(254,84,69)"
"MEPO: rgb(255,84,69)"
"MPO: rgb(255,83,70)"
"OV: rgb(253,84,71)"
"PD: rgb(254,83,70)"
"PS: rgb(253,84,70)"
"PVp: rgb(255,84,71)"
"PVpo: rgb(254,85,71)"
"SBPV: rgb(253,85,71)"
"SCH: rgb(255,85,69)"
"SFO: rgb(255,83,71)"
"VMPO: rgb(253,85,69)"
"VLPO: rgb(254,85,70)"
"MEZ: rgb(255,76,60)"
"AHN: rgb(255,75,62)"
"MBO: rgb(254,76,61)"
"LM: rgb(255,75,61)"
"MM: rgb(255,74,62)"
"Mmme: rgb(253,75,62)"
"Mml: rgb(252,75,62)"
"Mmm: rgb(254,74,60)"
"Mmp: rgb(254,73,61)"
"Mmd: rgb(253,74,61)"
"SUM: rgb(255,73,61)"
"TM: rgb(255,75,60)"
"TMd: rgb(252,76,61)"
"TMv: rgb(255,76,62)"
"MPN: rgb(253,76,62)"
"PMd: rgb(252,76,62)"
"PMv: rgb(255,75,59)"
"PVHd: rgb(255,76,61)"
"VMH: rgb(255,74,61)"
"PH: rgb(253,75,60)"
"LZ: rgb(241,72,59)"
"LHA: rgb(242,72,58)"
"LPO: rgb(242,71,59)"
"PST: rgb(242,71,58)"
"PSTN: rgb(241,72,58)"
"PeF: rgb(242,70,58)"
"RCH: rgb(242,72,59)"
"STN: rgb(241,71,59)"
"TU: rgb(242,72,57)"
"ZI: rgb(240,72,59)"
"FF: rgb(242,71,57)"
