Depth_0,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9
root,grey,CH,CTX,CTXpl,Isocortex,MO,MOp,MOp2/3,
root,grey,CB,CBX,VERM,FOTU,,,,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-ul,SSp-ul6a
root,grey,BS,IB,HY,MEZ,PH,,,
root,fiber tracts,cm,von,,,,,,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-m,SSp-m4
root,grey,CB,CBX,VERM,PYR,,,,
root,grey,CH,CTX,CTXsp,EP,EPd,,,
root,grey,CH,CTX,CTXpl,Isocortex,AUD,AUDp,AUDp6a,
root,grey,BS,HB,MY,MY-mot,LRN,LRNm,,
root,fiber tracts,lfbs,cc,fa,,,,,
root,grey,CB,CBX,VERM,UVU,,,,
root,grey,CH,CTX,CTXpl,Isocortex,AUD,AUDv,AUDv1,
root,grey,CH,CTX,CTXpl,OLF,PIR,,,
root,grey,CH,CTX,CTXpl,Isocortex,MO,MOs,MOs2/3,
root,grey,BS,HB,MY,MY-mot,LRN,LRNp,,
root,fiber tracts,lfbs,cc,ee,,,,,
root,grey,CH,CTX,CTXpl,Isocortex,RSP,RSPagl,RSPagl2/3,
root,grey,CH,CTX,CTXsp,EP,EPv,,,
root,grey,CB,CBX,VERM,NOD,,,,
root,grey,CH,CTX,CTXpl,Isocortex,ORB,ORBvl,ORBvl1,
root,grey,BS,HB,MY,MY-mot,PGRN,PGRNd,,
root,fiber tracts,lfbs,cc,fp,,,,,
root,grey,CH,CTX,CTXpl,Isocortex,VIS,VISl,VISl2/3,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-m,SSp-m5
root,grey,BS,MB,MBmot,EW,,,,
root,grey,CB,CBX,VERM,CENT,CENT2,,,
root,grey,CH,CTX,CTXpl,Isocortex,ECT,ECT6a,,
root,grey,BS,HB,MY,MY-mot,PGRN,PGRNl,,
root,grey,BS,IB,HY,MEZ,PMd,,,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-bfd,SSp-bfd1
root,grey,CH,CTX,CTXpl,HPF,HIP,FC,,
root,grey,CB,CBX,VERM,CENT,CENT3,,,
root,fiber tracts,lfbs,cc,ccs,,,,,
root,grey,CH,CTX,CTXpl,Isocortex,ECT,ECT5,,
root,grey,CB,CBN,FN,,,,,
root,grey,CH,CTX,CTXpl,Isocortex,AUD,AUDv,AUDv4,
root,grey,CH,CTX,CTXpl,Isocortex,AI,AId,AId1,
root,,,,,,,,,
root,grey,CH,CNU,STR,STRv,FS,,,
root,grey,BS,IB,HY,MEZ,PMv,,,
root,grey,CH,CTX,CTXpl,Isocortex,AUD,AUDp,AUDp6b,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-tr,SSp-tr1
root,grey,CB,CBX,HEM,SIM,,,,
root,fiber tracts,,,,,,,,
root,grey,CH,CTX,CTXpl,Isocortex,VISC,VISC4,,
root,grey,CH,CTX,CTXpl,Isocortex,ACA,ACAd,ACAd5,
root,fiber tracts,cm,In,onl,,,,,
root,grey,BS,IB,TH,DORpm,LAT,PO,,
root,grey,CH,CTX,CTXpl,Isocortex,MO,MOs,MOs6a,
root,grey,CH,CNU,PAL,PALd,GPe,,,
root,grey,CH,CTX,CTXpl,Isocortex,AUD,AUDv,AUDv5,
root,grey,CB,CBX,HEM,PRM,,,,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-ul,SSp-ul6b
root,grey,BS,IB,TH,DORpm,LAT,POL,,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-ll,SSp-ll1
root,grey,CH,CNU,PAL,PALd,GPi,,,
root,grey,CB,CBX,HEM,COPY,,,,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSs,SSs4,
root,grey,CH,CTX,CTXpl,HPF,RHP,POST,,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-bfd,SSp-bfd6a
root,grey,BS,HB,MY,MY-sen,DCN,GR,,
root,grey,CB,CBX,HEM,PFL,,,,
root,fiber tracts,eps,tsp,tspc,,,,,
root,grey,BS,IB,TH,DORsm,PP,,,
root,grey,CH,CTX,CTXpl,Isocortex,ECT,ECT6b,,
root,grey,CH,CTX,CTXpl,Isocortex,VIS,VISam,VISam6a,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-bfd,SSp-bfd4
root,grey,BS,HB,MY,MY-mot,GRN,,,
root,grey,CB,CBX,HEM,FL,,,,
root,grey,BS,MB,MBsta,PPN,,,,
root,grey,CH,CTX,CTXpl,Isocortex,ILA,ILA6a,,
root,grey,CB,CBX,HEM,AN,ANcr1,,,
root,grey,CH,CTX,CTXpl,Isocortex,VISC,VISC5,,
root,fiber tracts,eps,tsp,dtd,,,,,
root,grey,BS,MB,MBmot,PRT,PPT,,,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-bfd,SSp-bfd6b
root,grey,CB,CBX,HEM,AN,ANcr2,,,
root,grey,CH,CTX,CTXpl,Isocortex,VIS,VISam,VISam2/3,
root,grey,BS,HB,MY,MY-mot,PPY,,,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-bfd,SSp-bfd5
root,grey,BS,IB,TH,DORsm,GENd,MG,MGd,
root,grey,CH,CTX,CTXpl,Isocortex,VIS,VISal,VISal1,
root,grey,BS,IB,TH,DORpm,MED,PR,,
root,grey,BS,IB,TH,DORsm,GENd,MG,MGv,
root,grey,CH,CTX,CTXpl,Isocortex,ILA,ILA6b,,
root,grey,CH,CTX,CTXpl,HPF,RHP,PRE,,
root,grey,CH,CTX,CTXpl,Isocortex,MO,MOs,MOs6b,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-tr,SSp-tr4
root,grey,BS,IB,TH,DORsm,GENd,MG,MGm,
root,grey,CH,CTX,CTXpl,HPF,,,,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSs,SSs5,
root,grey,CB,CBX,VERM,CUL,"CUL4, 5",,,
root,fiber tracts,lfbs,lfbst,em,,,,,
root,grey,BS,HB,P,P-mot,PRNc,,,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-ll,SSp-ll4
root,grey,BS,IB,TH,DORpm,ATN,AM,AMd,
root,grey,BS,IB,HY,,,,,
root,grey,BS,HB,MY,MY-mot,MDRN,MDRNd,,
root,grey,CH,CTX,CTXpl,Isocortex,AI,AId,AId5,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-m,SSp-m6a
root,grey,BS,IB,TH,DORpm,ATN,AM,AMv,
root,grey,CH,CNU,STR,sAMY,IA,,,
root,grey,CH,CTX,CTXpl,Isocortex,VISC,VISC2/3,,
root,grey,BS,HB,MY,MY-mot,MDRN,MDRNv,,
root,fiber tracts,lfbs,cc,ccg,,,,,
root,grey,BS,IB,HY,PVR,PS,,,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-tr,SSp-tr5
root,grey,BS,IB,TH,DORpm,ATN,IAD,,
root,grey,CH,CTX,CTXpl,Isocortex,VIS,VISal,VISal4,
root,fiber tracts,cm,VIIn,gVIIn,,,,,
root,grey,BS,IB,TH,DORpm,ATN,IAM,,
root,grey,CH,CTX,CTXpl,HPF,RHP,ENT,ENTl,ENTl1
root,fiber tracts,cbf,cbp,icp,,,,,
root,grey,CH,CTX,CTXpl,Isocortex,ORB,ORBvl,ORBvl5,
root,grey,BS,IB,HY,MEZ,MBO,TM,TMd,
root,grey,CH,CTX,CTXpl,Isocortex,TEa,TEa2/3,,
root,grey,CH,CTX,CTXpl,Isocortex,SS,SSp,SSp-ll,SSp-ll5
root,grey,CH,CTX,CTXpl,OLF,NLOT,NLOT3,,
root,grey,BS,IB,HY,ME,,,,
root,grey,CH,CTX,CTXpl,HPF,HIP,DG,DG-mo,
root,grey,CH,CTX,CTXpl,HPF,HIP,DG,DG-po,
